524802,2,2,8,23002,Coarse2,full,3,2
524803,2,3,8,23002,Coarse2,full,3,2
524804,2,4,8,23002,Coarse2,full,3,2
524805,2,5,8,21002,Coarse2,full,1,2
524806,2,6,8,21002,Coarse2,full,1,2
524807,2,7,8,21002,Coarse2,full,1,2
524808,2,8,8,21002,Coarse2,full,1,2
524809,2,9,8,11112,Coarse2,LD1,1,1
524833,2,-1,8,30112,Coarse2,LD1,0,3
524865,2,1,9,20112,Coarse2,LD1,0,2
524866,2,2,9,23002,Coarse2,full,3,2
524867,2,3,9,23002,Coarse2,full,3,2
524868,2,4,9,23002,Coarse2,full,3,2
524869,2,5,9,23002,Coarse2,full,3,2
524870,2,6,9,21002,Coarse2,full,1,2
524871,2,7,9,21002,Coarse2,full,1,2
524872,2,8,9,21112,Coarse2,LD1,1,2
524932,2,4,10,22162,Coarse2,LD6,2,2
524933,2,5,10,22162,Coarse2,LD6,2,2
524934,2,6,10,22162,Coarse2,LD6,2,2
526401,2,1,-1,64230,Fine,HD3,4,6
526402,2,2,-1,62000,Fine,full,2,6
526403,2,3,-1,62000,Fine,full,2,6
526404,2,4,-1,62000,Fine,full,2,6
526405,2,5,-1,65002,Coarse2,full,5,6
526406,2,6,-1,65002,Coarse2,full,5,6
526407,2,7,-1,65002,Coarse2,full,5,6
526408,2,8,-1,62112,Coarse2,LD1,2,6
526434,2,-2,-1,40230,Fine,HD3,0,4
526435,2,-3,-1,44000,Fine,full,4,4
526436,2,-4,-1,45000,Fine,full,5,4
526437,2,-5,-1,45000,Fine,full,5,4
526438,2,-6,-1,45002,Coarse2,full,5,4
526439,2,-7,-1,45002,Coarse2,full,5,4
526440,2,-8,-1,45002,Coarse2,full,5,4
526441,2,-9,-1,45112,Coarse2,LD1,5,4
526464,2,0,-2,63220,Fine,HD2,3,6
526465,2,1,-2,62000,Fine,full,2,6
526466,2,2,-2,62000,Fine,full,2,6
526467,2,3,-2,62000,Fine,full,2,6
526468,2,4,-2,65001,Coarse1,full,5,6
526469,2,5,-2,65002,Coarse2,full,5,6
526470,2,6,-2,65002,Coarse2,full,5,6
526471,2,7,-2,65002,Coarse2,full,5,6
526497,2,-1,-2,55230,Fine,HD3,5,5
526498,2,-2,-2,54220,Fine,HD2,4,5
526499,2,-3,-2,44000,Fine,full,4,4
526500,2,-4,-2,44000,Fine,full,4,4
526501,2,-5,-2,45000,Fine,full,5,4
526502,2,-6,-2,45001,Coarse1,full,5,4
526503,2,-7,-2,45002,Coarse2,full,5,4
526504,2,-8,-2,45002,Coarse2,full,5,4
526505,2,-9,-2,45002,Coarse2,full,5,4
526528,2,0,-3,63000,Fine,full,3,6
526529,2,1,-3,63000,Fine,full,3,6
526530,2,2,-3,63000,Fine,full,3,6
526531,2,3,-3,65001,Coarse1,full,5,6
526532,2,4,-3,65002,Coarse2,full,5,6
526533,2,5,-3,65002,Coarse2,full,5,6
526534,2,6,-3,65002,Coarse2,full,5,6
526561,2,-1,-3,53000,Fine,full,3,5
526562,2,-2,-3,53000,Fine,full,3,5
526563,2,-3,-3,54000,Fine,full,4,5
526564,2,-4,-3,44000,Fine,full,4,4
526565,2,-5,-3,44000,Fine,full,4,4
526566,2,-6,-3,41001,Coarse1,full,1,4
526567,2,-7,-3,45002,Coarse2,full,5,4
526568,2,-8,-3,45002,Coarse2,full,5,4
526569,2,-9,-3,45002,Coarse2,full,5,4
526592,2,0,-4,63000,Fine,full,3,6
526593,2,1,-4,63000,Fine,full,3,6
526594,2,2,-4,63001,Coarse1,full,3,6
526595,2,3,-4,63002,Coarse2,full,3,6
526596,2,4,-4,65002,Coarse2,full,5,6
526597,2,5,-4,65002,Coarse2,full,5,6
526598,2,6,-4,64162,Coarse2,LD6,4,6
526625,2,-1,-4,53000,Fine,full,3,5
526626,2,-2,-4,53000,Fine,full,3,5
526627,2,-3,-4,54000,Fine,full,4,5
526628,2,-4,-4,54000,Fine,full,4,5
526629,2,-5,-4,44000,Fine,full,4,4
526630,2,-6,-4,41001,Coarse1,full,1,4
526631,2,-7,-4,41002,Coarse2,full,1,4
526632,2,-8,-4,41002,Coarse2,full,1,4
526633,2,-9,-4,41002,Coarse2,full,1,4
526634,2,-10,-4,40162,Coarse2,LD6,0,4
526656,2,0,-5,63001,Coarse1,full,3,6
526657,2,1,-5,63002,Coarse2,full,3,6
526658,2,2,-5,63002,Coarse2,full,3,6
526659,2,3,-5,63002,Coarse2,full,3,6
526660,2,4,-5,65002,Coarse2,full,5,6
526661,2,5,-5,64162,Coarse2,LD6,4,6
526689,2,-1,-5,53000,Fine,full,3,5
526690,2,-2,-5,53000,Fine,full,3,5
526691,2,-3,-5,54000,Fine,full,4,5
526692,2,-4,-5,54000,Fine,full,4,5
526693,2,-5,-5,54001,Coarse1,full,4,5
526694,2,-6,-5,41002,Coarse2,full,1,4
526695,2,-7,-5,41002,Coarse2,full,1,4
526696,2,-8,-5,41002,Coarse2,full,1,4
526697,2,-9,-5,41002,Coarse2,full,1,4
526698,2,-10,-5,40162,Coarse2,LD6,0,4
526720,2,0,-6,63002,Coarse2,full,3,6
526721,2,1,-6,63002,Coarse2,full,3,6
526722,2,2,-6,63002,Coarse2,full,3,6
526723,2,3,-6,63002,Coarse2,full,3,6
526724,2,4,-6,64162,Coarse2,LD6,4,6
526753,2,-1,-6,50002,Coarse2,full,0,5
526754,2,-2,-6,50001,Coarse1,full,0,5
526755,2,-3,-6,50001,Coarse1,full,0,5
526756,2,-4,-6,54001,Coarse1,full,4,5
526757,2,-5,-6,54002,Coarse2,full,4,5
526758,2,-6,-6,54002,Coarse2,full,4,5
526759,2,-7,-6,41002,Coarse2,full,1,4
526760,2,-8,-6,41002,Coarse2,full,1,4
526761,2,-9,-6,41002,Coarse2,full,1,4
526762,2,-10,-6,40162,Coarse2,LD6,0,4
526784,2,0,-7,63002,Coarse2,full,3,6
526785,2,1,-7,63002,Coarse2,full,3,6
526786,2,2,-7,63002,Coarse2,full,3,6
526817,2,-1,-7,50002,Coarse2,full,0,5
526818,2,-2,-7,50002,Coarse2,full,0,5
526819,2,-3,-7,50002,Coarse2,full,0,5
526820,2,-4,-7,54002,Coarse2,full,4,5
526821,2,-5,-7,54002,Coarse2,full,4,5
526822,2,-6,-7,54002,Coarse2,full,4,5
526823,2,-7,-7,54002,Coarse2,full,4,5
526824,2,-8,-7,41002,Coarse2,full,1,4
526825,2,-9,-7,41002,Coarse2,full,1,4
526848,2,0,-8,63002,Coarse2,full,3,6
526849,2,1,-8,63112,Coarse2,LD1,3,6
526881,2,-1,-8,50002,Coarse2,full,0,5
526882,2,-2,-8,50002,Coarse2,full,0,5
526883,2,-3,-8,50002,Coarse2,full,0,5
526884,2,-4,-8,50002,Coarse2,full,0,5
